player,url,year,team
Slick Watts,https://www.basketball-reference.com/players/w/wattssl01.html,1976,SEA
Nick Weatherspoon,https://www.basketball-reference.com/players/w/weathni01.html,1976,WSB
Bob Weiss,https://www.basketball-reference.com/players/w/weissbo01.html,1976,BUF
Paul Westphal,https://www.basketball-reference.com/players/w/westppa01.html,1976,PHO
John Wetzel,https://www.basketball-reference.com/players/w/wetzejo01.html,1976,PHO
Jo Jo White,https://www.basketball-reference.com/players/w/whitejo01.html,1976,BOS
Jamaal Wilkes,https://www.basketball-reference.com/players/w/wilkeja01.html,1976,GSW
Gus Williams,https://www.basketball-reference.com/players/w/willigu01.html,1976,GSW
Brian Winters,https://www.basketball-reference.com/players/w/wintebr01.html,1976,MIL
Luke Witte,https://www.basketball-reference.com/players/w/wittelu01.html,1976,CLE
Kareem Abdul-Jabbar,https://www.basketball-reference.com/players/a/abdulka01.html,1977,LAL
Tom Abernethy,https://www.basketball-reference.com/players/a/abernto01.html,1977,LAL
Lucius Allen,https://www.basketball-reference.com/players/a/allenlu01.html,1977,LAL
Rick Barry,https://www.basketball-reference.com/players/b/barryri01.html,1977,GSW
Byron Beck,https://www.basketball-reference.com/players/b/beckby01.html,1977,DEN
Henry Bibby,https://www.basketball-reference.com/players/b/bibbyhe01.html,1977,PHI
Dave Bing,https://www.basketball-reference.com/players/b/bingda01.html,1977,WSB
Tom Boerwinkle,https://www.basketball-reference.com/players/b/boerwto01.html,1977,CHI
Tom Boswell,https://www.basketball-reference.com/players/b/bosweto01.html,1977,BOS
Jim Brewer,https://www.basketball-reference.com/players/b/breweji01.html,1977,CLE
Allan Bristow,https://www.basketball-reference.com/players/b/bristal01.html,1977,SAS
Gary Brokaw,https://www.basketball-reference.com/players/b/brokaga01.html,1977,CLE
Roger Brown,https://www.basketball-reference.com/players/b/brownro02.html,1977,DET
Joe Bryant,https://www.basketball-reference.com/players/b/bryanjo01.html,1977,PHI
Corky Calhoun,https://www.basketball-reference.com/players/c/calhoco01.html,1977,POR
Mack Calvin,https://www.basketball-reference.com/players/c/calvima01.html,1977,DEN
Austin Carr,https://www.basketball-reference.com/players/c/carrau01.html,1977,CLE
M.L. Carr,https://www.basketball-reference.com/players/c/carrml01.html,1977,DET
Harvey Catchings,https://www.basketball-reference.com/players/c/catchha01.html,1977,PHI
Don Chaney,https://www.basketball-reference.com/players/c/chanedo01.html,1977,LAL
Phil Chenier,https://www.basketball-reference.com/players/c/cheniph01.html,1977,WSB
Jim Chones,https://www.basketball-reference.com/players/c/choneji01.html,1977,CLE
Doug Collins,https://www.basketball-reference.com/players/c/collido01.html,1977,PHI
Norm Cook,https://www.basketball-reference.com/players/c/cookno01.html,1977,BOS
Dave Cowens,https://www.basketball-reference.com/players/c/cowenda01.html,1977,BOS
Louie Dampier,https://www.basketball-reference.com/players/d/dampilo01.html,1977,SAS
Johnny Davis,https://www.basketball-reference.com/players/d/davisjo01.html,1977,POR
Darryl Dawkins,https://www.basketball-reference.com/players/d/dawkida01.html,1977,PHI
Coby Dietrick,https://www.basketball-reference.com/players/d/dietrco01.html,1977,SAS
Leon Douglas,https://www.basketball-reference.com/players/d/douglle01.html,1977,DET
Charles Dudley,https://www.basketball-reference.com/players/d/dudlech01.html,1977,GSW
Mike Dunleavy,https://www.basketball-reference.com/players/d/dunlemi01.html,1977,PHI
Al Eberhard,https://www.basketball-reference.com/players/e/eberhal01.html,1977,DET
Julius Erving,https://www.basketball-reference.com/players/e/ervinju01.html,1977,PHI
Chris Ford,https://www.basketball-reference.com/players/f/fordch01.html,1977,DET
Don Ford,https://www.basketball-reference.com/players/f/forddo01.html,1977,LAL
World B. Free,https://www.basketball-reference.com/players/f/freewo01.html,1977,PHI
Terry Furlow,https://www.basketball-reference.com/players/f/furlote01.html,1977,PHI
Mike Gale,https://www.basketball-reference.com/players/g/galemi01.html,1977,SAS
George Gervin,https://www.basketball-reference.com/players/g/gervige01.html,1977,SAS
Herm Gilliam,https://www.basketball-reference.com/players/g/gillihe01.html,1977,POR
Artis Gilmore,https://www.basketball-reference.com/players/g/gilmoar01.html,1977,CHI
Leonard Gray,https://www.basketball-reference.com/players/g/grayle01.html,1977,WSB
Kevin Grevey,https://www.basketball-reference.com/players/g/greveke01.html,1977,WSB
Bob Gross,https://www.basketball-reference.com/players/g/grossbo01.html,1977,POR
John Havlicek,https://www.basketball-reference.com/players/h/havlijo01.html,1977,BOS
Elvin Hayes,https://www.basketball-reference.com/players/h/hayesel01.html,1977,WSB
Tom Henderson,https://www.basketball-reference.com/players/h/hendeto01.html,1977,WSB
Phil Hicks,https://www.basketball-reference.com/players/h/hicksph01.html,1977,CHI
Wilbur Holland,https://www.basketball-reference.com/players/h/hollawi01.html,1977,CHI
Lionel Hollins,https://www.basketball-reference.com/players/h/hollili01.html,1977,POR
Dan Issel,https://www.basketball-reference.com/players/i/isselda01.html,1977,DEN
Charles Johnson,https://www.basketball-reference.com/players/j/johnsch01.html,1977,GSW
John Johnson,https://www.basketball-reference.com/players/j/johnsjo01.html,1977,HOU
Mickey Johnson,https://www.basketball-reference.com/players/j/johnsmi01.html,1977,CHI
Bobby Jones,https://www.basketball-reference.com/players/j/jonesbo01.html,1977,DEN
Caldwell Jones,https://www.basketball-reference.com/players/j/jonesca01.html,1977,PHI
Dwight Jones,https://www.basketball-reference.com/players/j/jonesdw01.html,1977,HOU
Robin Jones,https://www.basketball-reference.com/players/j/jonesro01.html,1977,POR
George Karl,https://www.basketball-reference.com/players/k/karlge01.html,1977,SAS
Goo Kennedy,https://www.basketball-reference.com/players/k/kennego01.html,1977,HOU
Larry Kenon,https://www.basketball-reference.com/players/k/kenonla01.html,1977,SAS
Tom Kropp,https://www.basketball-reference.com/players/k/kroppto01.html,1977,CHI
Kevin Kunnert,https://www.basketball-reference.com/players/k/kunneke01.html,1977,HOU
Mitch Kupchak,https://www.basketball-reference.com/players/k/kupchmi01.html,1977,WSB
C.J. Kupec,https://www.basketball-reference.com/players/k/kupeccj01.html,1977,LAL
Bo Lamar,https://www.basketball-reference.com/players/l/lamarbo01.html,1977,LAL
John Lambert,https://www.basketball-reference.com/players/l/lambejo01.html,1977,CLE
Bob Lanier,https://www.basketball-reference.com/players/l/laniebo01.html,1977,DET
John Lucas,https://www.basketball-reference.com/players/l/lucasjo01.html,1977,HOU
Maurice Lucas,https://www.basketball-reference.com/players/l/lucasma01.html,1977,POR
Moses Malone,https://www.basketball-reference.com/players/m/malonmo01.html,1977,HOU
Jack Marin,https://www.basketball-reference.com/players/m/marinja01.html,1977,CHI
Scott May,https://www.basketball-reference.com/players/m/maysc01.html,1977,CHI
Ted McClain,https://www.basketball-reference.com/players/m/mcclate01.html,1977,DEN
George McGinnis,https://www.basketball-reference.com/players/m/mcginge01.html,1977,PHI
Larry McNeill,https://www.basketball-reference.com/players/m/mcneila01.html,1977,GSW
John Mengelt,https://www.basketball-reference.com/players/m/mengejo01.html,1977,CHI
Steve Mix,https://www.basketball-reference.com/players/m/mixst01.html,1977,PHI
Eric Money,https://www.basketball-reference.com/players/m/moneyer01.html,1977,DET
Calvin Murphy,https://www.basketball-reference.com/players/m/murphca01.html,1977,HOU
Lloyd Neal,https://www.basketball-reference.com/players/n/nealll01.html,1977,POR
Johnny Neumann,https://www.basketball-reference.com/players/n/neumajo01.html,1977,LAL
Mike Newlin,https://www.basketball-reference.com/players/n/newlimi01.html,1977,HOU
Mark Olberding,https://www.basketball-reference.com/players/o/olberma01.html,1977,SAS
Tom Owens,https://www.basketball-reference.com/players/o/owensto01.html,1977,HOU
Robert Parish,https://www.basketball-reference.com/players/p/parisro01.html,1977,GSW
Sonny Parker,https://www.basketball-reference.com/players/p/parkeso01.html,1977,GSW
Billy Paultz,https://www.basketball-reference.com/players/p/paultbi01.html,1977,SAS
Cliff Pondexter,https://www.basketball-reference.com/players/p/pondecl01.html,1977,CHI
Howard Porter,https://www.basketball-reference.com/players/p/porteho01.html,1977,DET
Kevin Porter,https://www.basketball-reference.com/players/p/porteke01.html,1977,DET
Jim Price,https://www.basketball-reference.com/players/p/priceji01.html,1977,DEN
Clifford Ray,https://www.basketball-reference.com/players/r/raycl01.html,1977,GSW
Mike Riordan,https://www.basketball-reference.com/players/r/riordmi01.html,1977,WSB
Marshall Rogers,https://www.basketball-reference.com/players/r/rogerma01.html,1977,GSW
Curtis Rowe,https://www.basketball-reference.com/players/r/rowecu01.html,1977,BOS
Campy Russell,https://www.basketball-reference.com/players/r/russeca02.html,1977,CLE
Cazzie Russell,https://www.basketball-reference.com/players/r/russeca01.html,1977,LAL
Fred Saunders,https://www.basketball-reference.com/players/s/saundfr01.html,1977,BOS
Charlie Scott,https://www.basketball-reference.com/players/s/scottch01.html,1977,BOS
Phil Sellers,https://www.basketball-reference.com/players/s/selleph01.html,1977,DET
Paul Silas,https://www.basketball-reference.com/players/s/silaspa01.html,1977,DEN
Ralph Simpson,https://www.basketball-reference.com/players/s/simpsra01.html,1977,DET
Bingo Smith,https://www.basketball-reference.com/players/s/smithbi02.html,1977,CLE
Elmore Smith,https://www.basketball-reference.com/players/s/smithel01.html,1977,CLE
Phil Smith,https://www.basketball-reference.com/players/s/smithph01.html,1977,GSW
Dick Snyder,https://www.basketball-reference.com/players/s/snydedi01.html,1977,CLE
Kevin Stacom,https://www.basketball-reference.com/players/s/stacoke01.html,1977,BOS
Larry Steele,https://www.basketball-reference.com/players/s/steella01.html,1977,POR
Earl Tatum,https://www.basketball-reference.com/players/t/tatumea01.html,1977,LAL
Fatty Taylor,https://www.basketball-reference.com/players/t/taylofa01.html,1977,DEN
David Thompson,https://www.basketball-reference.com/players/t/thompda01.html,1977,DEN
Nate Thurmond,https://www.basketball-reference.com/players/t/thurmna01.html,1977,CLE
Rudy Tomjanovich,https://www.basketball-reference.com/players/t/tomjaru01.html,1977,HOU
Monte Towe,https://www.basketball-reference.com/players/t/towemo01.html,1977,DEN
Dave Twardzik,https://www.basketball-reference.com/players/t/twardda01.html,1977,POR
Wes Unseld,https://www.basketball-reference.com/players/u/unselwe01.html,1977,WSB
Norm Van Lier,https://www.basketball-reference.com/players/v/vanlino01.html,1977,CHI
Foots Walker,https://www.basketball-reference.com/players/w/walkefo01.html,1977,CLE
Wally Walker,https://www.basketball-reference.com/players/w/walkewa01.html,1977,POR
Bill Walton,https://www.basketball-reference.com/players/w/waltobi01.html,1977,POR
Henry Ward,https://www.basketball-reference.com/players/w/wardhe01.html,1977,SAS
Cornell Warner,https://www.basketball-reference.com/players/w/warneco01.html,1977,LAL
Marvin Webster,https://www.basketball-reference.com/players/w/webstma01.html,1977,DEN
Bob Weiss,https://www.basketball-reference.com/players/w/weissbo01.html,1977,WSB
Jo Jo White,https://www.basketball-reference.com/players/w/whitejo01.html,1977,BOS
Rudy White,https://www.basketball-reference.com/players/w/whiteru01.html,1977,HOU
Sidney Wicks,https://www.basketball-reference.com/players/w/wickssi01.html,1977,BOS
Jamaal Wilkes,https://www.basketball-reference.com/players/w/wilkeja01.html,1977,GSW
Gus Williams,https://www.basketball-reference.com/players/w/willigu01.html,1977,GSW
Willie Wise,https://www.basketball-reference.com/players/w/wisewi01.html,1977,DEN
Larry Wright,https://www.basketball-reference.com/players/w/wrighla01.html,1977,WSB
Kareem Abdul-Jabbar,https://www.basketball-reference.com/players/a/abdulka01.html,1978,LAL
Tom Abernethy,https://www.basketball-reference.com/players/a/abernto01.html,1978,LAL
Alvan Adams,https://www.basketball-reference.com/players/a/adamsal01.html,1978,PHO
Dennis Awtrey,https://www.basketball-reference.com/players/a/awtrede01.html,1978,PHO
Greg Ballard,https://www.basketball-reference.com/players/b/ballagr01.html,1978,WSB
Butch Beard,https://www.basketball-reference.com/players/b/beardbu01.html,1978,NYK
Kent Benson,https://www.basketball-reference.com/players/b/bensoke01.html,1978,MIL
Henry Bibby,https://www.basketball-reference.com/players/b/bibbyhe01.html,1978,PHI
Mike Bratz,https://www.basketball-reference.com/players/b/bratzmi01.html,1978,PHO
Jim Brewer,https://www.basketball-reference.com/players/b/breweji01.html,1978,CLE
Junior Bridgeman,https://www.basketball-reference.com/players/b/bridgju01.html,1978,MIL
Allan Bristow,https://www.basketball-reference.com/players/b/bristal01.html,1978,SAS
Fred Brown,https://www.basketball-reference.com/players/b/brownfr01.html,1978,SEA
John Brown,https://www.basketball-reference.com/players/b/brownjo01.html,1978,ATL
Joe Bryant,https://www.basketball-reference.com/players/b/bryanjo01.html,1978,PHI
Quinn Buckner,https://www.basketball-reference.com/players/b/bucknqu01.html,1978,MIL
Don Buse,https://www.basketball-reference.com/players/b/busedo01.html,1978,PHO
Corky Calhoun,https://www.basketball-reference.com/players/c/calhoco01.html,1978,POR
Mack Calvin,https://www.basketball-reference.com/players/c/calvima01.html,1978,DEN
Austin Carr,https://www.basketball-reference.com/players/c/carrau01.html,1978,CLE
Kenny Carr,https://www.basketball-reference.com/players/c/carrke01.html,1978,LAL
Harvey Catchings,https://www.basketball-reference.com/players/c/catchha01.html,1978,PHI
Jim Chones,https://www.basketball-reference.com/players/c/choneji01.html,1978,CLE
Jim Cleamons,https://www.basketball-reference.com/players/c/cleamji01.html,1978,NYK
Doug Collins,https://www.basketball-reference.com/players/c/collido01.html,1978,PHI
Charlie Criss,https://www.basketball-reference.com/players/c/crissch01.html,1978,ATL
Louie Dampier,https://www.basketball-reference.com/players/d/dampilo01.html,1978,SAS
Bob Dandridge,https://www.basketball-reference.com/players/d/dandrbo01.html,1978,WSB
Adrian Dantley,https://www.basketball-reference.com/players/d/dantlad01.html,1978,LAL
Johnny Davis,https://www.basketball-reference.com/players/d/davisjo01.html,1978,POR
Walter Davis,https://www.basketball-reference.com/players/d/daviswa03.html,1978,PHO
Darryl Dawkins,https://www.basketball-reference.com/players/d/dawkida01.html,1978,PHI
Coby Dietrick,https://www.basketball-reference.com/players/d/dietrco01.html,1978,SAS
John Drew,https://www.basketball-reference.com/players/d/drewjo01.html,1978,ATL
T.R. Dunn,https://www.basketball-reference.com/players/d/dunntr01.html,1978,POR
Jim Eakins,https://www.basketball-reference.com/players/e/eakinji01.html,1978,MIL
Bo Ellis,https://www.basketball-reference.com/players/e/ellisbo02.html,1978,DEN
Alex English,https://www.basketball-reference.com/players/e/englial01.html,1978,MIL
Julius Erving,https://www.basketball-reference.com/players/e/ervinju01.html,1978,PHI
Al Fleming,https://www.basketball-reference.com/players/f/flemial01.html,1978,SEA
Don Ford,https://www.basketball-reference.com/players/f/forddo01.html,1978,LAL
Bayard Forrest,https://www.basketball-reference.com/players/f/forreba01.html,1978,PHO
World B. Free,https://www.basketball-reference.com/players/f/freewo01.html,1978,PHI
Terry Furlow,https://www.basketball-reference.com/players/f/furlote01.html,1978,CLE
Mike Gale,https://www.basketball-reference.com/players/g/galemi01.html,1978,SAS
George Gervin,https://www.basketball-reference.com/players/g/gervige01.html,1978,SAS
John Gianelli,https://www.basketball-reference.com/players/g/gianejo01.html,1978,MIL
Glen Gondrezick,https://www.basketball-reference.com/players/g/gondrgl01.html,1978,NYK
Mike Green,https://www.basketball-reference.com/players/g/greenmi01.html,1978,SAS
Kevin Grevey,https://www.basketball-reference.com/players/g/greveke01.html,1978,WSB
Greg Griffin,https://www.basketball-reference.com/players/g/griffgr01.html,1978,PHO
Ernie Grunfeld,https://www.basketball-reference.com/players/g/grunfer01.html,1978,MIL
Joe Hassett,https://www.basketball-reference.com/players/h/hassejo01.html,1978,SEA
Steve Hawes,https://www.basketball-reference.com/players/h/hawesst01.html,1978,ATL
Elvin Hayes,https://www.basketball-reference.com/players/h/hayesel01.html,1978,WSB
Spencer Haywood,https://www.basketball-reference.com/players/h/haywosp01.html,1978,NYK
Gar Heard,https://www.basketball-reference.com/players/h/heardga01.html,1978,PHO
Tom Henderson,https://www.basketball-reference.com/players/h/hendeto01.html,1978,WSB
Armond Hill,https://www.basketball-reference.com/players/h/hillar01.html,1978,ATL
Darnell Hillman,https://www.basketball-reference.com/players/h/hillmda01.html,1978,DEN
Lionel Hollins,https://www.basketball-reference.com/players/h/hollili01.html,1978,POR
Lou Hudson,https://www.basketball-reference.com/players/h/hudsolo01.html,1978,LAL
Dan Issel,https://www.basketball-reference.com/players/i/isselda01.html,1978,DEN
Phil Jackson,https://www.basketball-reference.com/players/j/jacksph01.html,1978,NYK
Charles Johnson,https://www.basketball-reference.com/players/j/johnsch01.html,1978,WSB
Dennis Johnson,https://www.basketball-reference.com/players/j/johnsde01.html,1978,SEA
Eddie Johnson,https://www.basketball-reference.com/players/j/johnsed02.html,1978,ATL
John Johnson,https://www.basketball-reference.com/players/j/johnsjo01.html,1978,SEA
Marques Johnson,https://www.basketball-reference.com/players/j/johnsma01.html,1978,MIL
Ollie Johnson,https://www.basketball-reference.com/players/j/johnsol01.html,1978,ATL
Bobby Jones,https://www.basketball-reference.com/players/j/jonesbo01.html,1978,DEN
Caldwell Jones,https://www.basketball-reference.com/players/j/jonesca01.html,1978,PHI
Larry Kenon,https://www.basketball-reference.com/players/k/kenonla01.html,1978,SAS
Toby Knight,https://www.basketball-reference.com/players/k/knighto01.html,1978,NYK
Mitch Kupchak,https://www.basketball-reference.com/players/k/kupchmi01.html,1978,WSB
Tom LaGarde,https://www.basketball-reference.com/players/l/lagarto01.html,1978,DEN
John Lambert,https://www.basketball-reference.com/players/l/lambejo01.html,1978,CLE
Ron Lee,https://www.basketball-reference.com/players/l/leero01.html,1978,PHO
Maurice Lucas,https://www.basketball-reference.com/players/l/lucasma01.html,1978,POR
Bob McAdoo,https://www.basketball-reference.com/players/m/mcadobo01.html,1978,NYK
Ted McClain,https://www.basketball-reference.com/players/m/mcclate01.html,1978,PHI
George McGinnis,https://www.basketball-reference.com/players/m/mcginge01.html,1978,PHI
Tom McMillen,https://www.basketball-reference.com/players/m/mcmilto01.html,1978,ATL
Jim McMillian,https://www.basketball-reference.com/players/m/mcmilji01.html,1978,NYK
Dave Meyers,https://www.basketball-reference.com/players/m/meyerda01.html,1978,MIL
Steve Mix,https://www.basketball-reference.com/players/m/mixst01.html,1978,PHI
Earl Monroe,https://www.basketball-reference.com/players/m/monroea01.html,1978,NYK
Lloyd Neal,https://www.basketball-reference.com/players/n/nealll01.html,1978,POR
Norm Nixon,https://www.basketball-reference.com/players/n/nixonno01.html,1978,LAL
Willie Norwood,https://www.basketball-reference.com/players/n/norwowi01.html,1978,POR
Mark Olberding,https://www.basketball-reference.com/players/o/olberma01.html,1978,SAS
Tom Owens,https://www.basketball-reference.com/players/o/owensto01.html,1978,POR
Joe Pace,https://www.basketball-reference.com/players/p/pacejo01.html,1978,WSB
Billy Paultz,https://www.basketball-reference.com/players/p/paultbi01.html,1978,SAS
Anthony Roberts,https://www.basketball-reference.com/players/r/roberan01.html,1978,DEN
Tony Robertson,https://www.basketball-reference.com/players/r/roberto01.html,1978,ATL
Dave Robisch,https://www.basketball-reference.com/players/r/robisda01.html,1978,LAL
Tree Rollins,https://www.basketball-reference.com/players/r/rollitr01.html,1978,ATL
Campy Russell,https://www.basketball-reference.com/players/r/russeca02.html,1978,CLE
Alvin Scott,https://www.basketball-reference.com/players/s/scottal01.html,1978,PHO
Charlie Scott,https://www.basketball-reference.com/players/s/scottch01.html,1978,LAL
Bruce Seals,https://www.basketball-reference.com/players/s/sealsbr01.html,1978,SEA
Lonnie Shelton,https://www.basketball-reference.com/players/s/sheltlo01.html,1978,NYK
Jack Sikma,https://www.basketball-reference.com/players/s/sikmaja01.html,1978,SEA
James Silas,https://www.basketball-reference.com/players/s/silasja01.html,1978,SAS
Paul Silas,https://www.basketball-reference.com/players/s/silaspa01.html,1978,SEA
Ralph Simpson,https://www.basketball-reference.com/players/s/simpsra01.html,1978,DEN
Bingo Smith,https://www.basketball-reference.com/players/s/smithbi02.html,1978,CLE
Elmore Smith,https://www.basketball-reference.com/players/s/smithel01.html,1978,CLE
Robert Smith,https://www.basketball-reference.com/players/s/smithro01.html,1978,DEN
Dick Snyder,https://www.basketball-reference.com/players/s/snydedi01.html,1978,CLE
Larry Steele,https://www.basketball-reference.com/players/s/steella01.html,1978,POR
David Thompson,https://www.basketball-reference.com/players/t/thompda01.html,1978,DEN
Dave Twardzik,https://www.basketball-reference.com/players/t/twardda01.html,1978,POR
Wes Unseld,https://www.basketball-reference.com/players/u/unselwe01.html,1978,WSB
Foots Walker,https://www.basketball-reference.com/players/w/walkefo01.html,1978,CLE
Phil Walker,https://www.basketball-reference.com/players/w/walkeph01.html,1978,WSB
Wally Walker,https://www.basketball-reference.com/players/w/walkewa01.html,1978,SEA
Bill Walton,https://www.basketball-reference.com/players/w/waltobi01.html,1978,POR
Lloyd Walton,https://www.basketball-reference.com/players/w/waltoll01.html,1978,MIL
Marvin Webster,https://www.basketball-reference.com/players/w/webstma01.html,1978,SEA
Paul Westphal,https://www.basketball-reference.com/players/w/westppa01.html,1978,PHO
Bob Wilkerson,https://www.basketball-reference.com/players/w/wilkebo01.html,1978,DEN
Jamaal Wilkes,https://www.basketball-reference.com/players/w/wilkeja01.html,1978,LAL
Gus Williams,https://www.basketball-reference.com/players/w/willigu01.html,1978,SEA
Ray Williams,https://www.basketball-reference.com/players/w/willira01.html,1978,NYK
Brian Winters,https://www.basketball-reference.com/players/w/wintebr01.html,1978,MIL
Larry Wright,https://www.basketball-reference.com/players/w/wrighla01.html,1978,WSB
Kareem Abdul-Jabbar,https://www.basketball-reference.com/players/a/abdulka01.html,1979,LAL
Alvan Adams,https://www.basketball-reference.com/players/a/adamsal01.html,1979,PHO
Lucius Allen,https://www.basketball-reference.com/players/a/allenlu01.html,1979,KCK
Dennis Awtrey,https://www.basketball-reference.com/players/a/awtrede01.html,1979,SEA
Greg Ballard,https://www.basketball-reference.com/players/b/ballagr01.html,1979,WSB
Rick Barry,https://www.basketball-reference.com/players/b/barryri01.html,1979,HOU
Tim Bassett,https://www.basketball-reference.com/players/b/basseti01.html,1979,NJN
Henry Bibby,https://www.basketball-reference.com/players/b/bibbyhe01.html,1979,PHI
Otis Birdsong,https://www.basketball-reference.com/players/b/birdsot01.html,1979,KCK
Ron Boone,https://www.basketball-reference.com/players/b/boonero01.html,1979,LAL
Tom Boswell,https://www.basketball-reference.com/players/b/bosweto01.html,1979,DEN
Alonzo Bradley,https://www.basketball-reference.com/players/b/bradlal01.html,1979,HOU
Mike Bratz,https://www.basketball-reference.com/players/b/bratzmi01.html,1979,PHO
Ron Brewer,https://www.basketball-reference.com/players/b/brewero01.html,1979,POR
Allan Bristow,https://www.basketball-reference.com/players/b/bristal01.html,1979,SAS
Fred Brown,https://www.basketball-reference.com/players/b/brownfr01.html,1979,SEA
Joe Bryant,https://www.basketball-reference.com/players/b/bryanjo01.html,1979,PHI
Don Buse,https://www.basketball-reference.com/players/b/busedo01.html,1979,PHO
Kenny Carr,https://www.basketball-reference.com/players/c/carrke01.html,1979,LAL
Ron Carter,https://www.basketball-reference.com/players/c/cartero01.html,1979,LAL
Harvey Catchings,https://www.basketball-reference.com/players/c/catchha01.html,1979,NJN
Maurice Cheeks,https://www.basketball-reference.com/players/c/cheekma01.html,1979,PHI
Phil Chenier,https://www.basketball-reference.com/players/c/cheniph01.html,1979,WSB
Dave Corzine,https://www.basketball-reference.com/players/c/corzida01.html,1979,WSB
Charlie Criss,https://www.basketball-reference.com/players/c/crissch01.html,1979,ATL
Louie Dampier,https://www.basketball-reference.com/players/d/dampilo01.html,1979,SAS
Bob Dandridge,https://www.basketball-reference.com/players/d/dandrbo01.html,1979,WSB
Adrian Dantley,https://www.basketball-reference.com/players/d/dantlad01.html,1979,LAL
Walter Davis,https://www.basketball-reference.com/players/d/daviswa03.html,1979,PHO
Darryl Dawkins,https://www.basketball-reference.com/players/d/dawkida01.html,1979,PHI
Coby Dietrick,https://www.basketball-reference.com/players/d/dietrco01.html,1979,SAS
Jacky Dorsey,https://www.basketball-reference.com/players/d/dorseja01.html,1979,HOU
John Drew,https://www.basketball-reference.com/players/d/drewjo01.html,1979,ATL
Mike Dunleavy,https://www.basketball-reference.com/players/d/dunlemi01.html,1979,HOU
T.R. Dunn,https://www.basketball-reference.com/players/d/dunntr01.html,1979,POR
Bo Ellis,https://www.basketball-reference.com/players/e/ellisbo02.html,1979,DEN
Julius Erving,https://www.basketball-reference.com/players/e/ervinju01.html,1979,PHI
Don Ford,https://www.basketball-reference.com/players/f/forddo01.html,1979,LAL
Phil Ford,https://www.basketball-reference.com/players/f/fordph01.html,1979,KCK
Bayard Forrest,https://www.basketball-reference.com/players/f/forreba01.html,1979,PHO
Terry Furlow,https://www.basketball-reference.com/players/f/furlote01.html,1979,ATL
Mike Gale,https://www.basketball-reference.com/players/g/galemi01.html,1979,SAS
Gus Gerard,https://www.basketball-reference.com/players/g/gerargu01.html,1979,KCK
George Gervin,https://www.basketball-reference.com/players/g/gervige01.html,1979,SAS
Jack Givens,https://www.basketball-reference.com/players/g/givenja01.html,1979,ATL
Mike Green,https://www.basketball-reference.com/players/g/greenmi01.html,1979,SAS
Kevin Grevey,https://www.basketball-reference.com/players/g/greveke01.html,1979,WSB
Joe Hassett,https://www.basketball-reference.com/players/h/hassejo01.html,1979,SEA
Steve Hawes,https://www.basketball-reference.com/players/h/hawesst01.html,1979,ATL
Elvin Hayes,https://www.basketball-reference.com/players/h/hayesel01.html,1979,WSB
Gar Heard,https://www.basketball-reference.com/players/h/heardga01.html,1979,PHO
Tom Henderson,https://www.basketball-reference.com/players/h/hendeto01.html,1979,WSB
Armond Hill,https://www.basketball-reference.com/players/h/hillar01.html,1979,ATL
Darnell Hillman,https://www.basketball-reference.com/players/h/hillmda01.html,1979,KCK
Lionel Hollins,https://www.basketball-reference.com/players/h/hollili01.html,1979,POR
Lou Hudson,https://www.basketball-reference.com/players/h/hudsolo01.html,1979,LAL
Kim Hughes,https://www.basketball-reference.com/players/h/hugheki01.html,1979,DEN
Dan Issel,https://www.basketball-reference.com/players/i/isselda01.html,1979,DEN
Phil Jackson,https://www.basketball-reference.com/players/j/jacksph01.html,1979,NJN
Charles Johnson,https://www.basketball-reference.com/players/j/johnsch01.html,1979,WSB
Clemon Johnson,https://www.basketball-reference.com/players/j/johnscl01.html,1979,POR
Dennis Johnson,https://www.basketball-reference.com/players/j/johnsde01.html,1979,SEA
Eddie Johnson,https://www.basketball-reference.com/players/j/johnsed02.html,1979,ATL
George Johnson,https://www.basketball-reference.com/players/j/johnsge02.html,1979,NJN
John Johnson,https://www.basketball-reference.com/players/j/johnsjo01.html,1979,SEA
Bobby Jones,https://www.basketball-reference.com/players/j/jonesbo01.html,1979,PHI
Caldwell Jones,https://www.basketball-reference.com/players/j/jonesca01.html,1979,PHI
Dwight Jones,https://www.basketball-reference.com/players/j/jonesdw01.html,1979,HOU
Eddie Jordan,https://www.basketball-reference.com/players/j/jordaed01.html,1979,NJN
Larry Kenon,https://www.basketball-reference.com/players/k/kenonla01.html,1979,SAS
Bernard King,https://www.basketball-reference.com/players/k/kingbe01.html,1979,NJN
Joel Kramer,https://www.basketball-reference.com/players/k/kramejo01.html,1979,PHO
Mitch Kupchak,https://www.basketball-reference.com/players/k/kupchmi01.html,1979,WSB
Sam Lacey,https://www.basketball-reference.com/players/l/laceysa01.html,1979,KCK
Maurice Lucas,https://www.basketball-reference.com/players/l/lucasma01.html,1979,POR
Moses Malone,https://www.basketball-reference.com/players/m/malonmo01.html,1979,HOU
Ted McClain,https://www.basketball-reference.com/players/m/mcclate01.html,1979,PHO
Billy McKinney,https://www.basketball-reference.com/players/m/mckinbi01.html,1979,KCK
Tom McMillen,https://www.basketball-reference.com/players/m/mcmilto01.html,1979,ATL
Steve Mix,https://www.basketball-reference.com/players/m/mixst01.html,1979,PHI
Eric Money,https://www.basketball-reference.com/players/m/moneyer01.html,1979,PHI
Glenn Mosley,https://www.basketball-reference.com/players/m/moslegl01.html,1979,SAS
