Rk,Season,Lg,Age,Ht,Wt,G,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg,TS%
38,1986-87,NBA,26.6,6-7,209,71,42.6,87.8,1.7,5.6,25.2,32.6,14.1,29.0,43.1,25.7,7.5,5.5,14.9,26.1,112.1,.485,.307,.773,97.5,.495,12.8,32.6,.287,112.1,.548
39,1985-86,NBA,26.8,6-7,208,68,43.3,88.4,1.4,4.4,22.7,30.3,14.5,28.8,43.3,26.3,8.2,5.5,15.6,24.9,110.6,.489,.319,.749,99.0,.497,13.3,33.4,.257,110.6,.543
40,1984-85,NBA,26.4,6-7,207,68,42.6,86.8,1.1,4.0,23.8,30.8,14.1,28.4,42.5,25.8,8.6,5.2,16.5,25.4,110.1,.491,.273,.772,103.5,.497,14.1,33.1,.274,110.1,.549
,,,,,,,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
41,1983-84,NBA,26.4,6-7,206,79,41.9,87.0,1.0,3.5,23.9,31.2,14.3,28.8,43.0,24.6,7.8,5.2,16.5,27.0,108.7,.482,.279,.767,97.9,.487,14.1,33.1,.275,108.7,.540
42,1982-83,NBA,26.1,6-7,205,43,42.8,89.2,0.7,2.6,19.8,26.5,14.6,30.0,44.6,26.8,7.9,5.9,16.5,24.2,106.1,.480,.252,.747,100.3,.484,14.0,32.8,.222,106.1,.526
43,1981-82,NBA,26.2,6-7,205,47,42.3,89.4,0.5,2.3,21.2,28.6,15.8,28.8,44.6,26.2,8.3,6.6,17.0,26.4,106.3,.473,.239,.742,98.4,.476,14.3,35.3,.237,106.3,.521
44,1980-81,NBA,26.2,6-7,205,53,41.4,88.1,0.5,2.2,21.5,28.9,14.9,29.5,44.4,24.1,8.5,6.0,17.1,25.4,104.7,.470,.220,.742,95.2,.473,14.5,33.6,.244,104.7,.519
45,1979-80,NBA,26.4,6-6,204,48,41.8,88.7,0.9,3.7,20.2,26.4,14.7,29.6,44.3,25.7,8.8,5.6,17.4,24.5,104.7,.471,.256,.765,98.4,.476,14.7,33.2,.228,104.7,.522
46,1978-79,NBA,26.3,6-6,203,53,41.0,89.6,,,20.5,27.9,15.8,29.9,45.7,23.4,8.1,5.9,17.2,25.6,102.5,.457,,.735,101.4,.457,14.4,34.5,.229,102.5,.503
47,1977-78,NBA,26.2,6-6,204,51,41.3,89.3,,,20.4,27.8,15.2,30.1,45.3,23.1,7.5,5.4,16.8,25.2,103.0,.462,,.735,103.3,.462,14.2,33.5,.228,103.0,.507
48,1976-77,NBA,26.2,6-6,204,53,40.2,86.0,,,19.6,26.7,13.9,30.3,44.1,22.9,8.5,4.9,18.7,24.4,100.0,.468,,.732,105.0,.468,16.1,31.4,.228,100.0,.511
49,1975-76,NBA,26.5,6-6,204,50,39.6,85.8,,,20.4,27.0,13.4,30.2,43.6,21.6,7.6,4.8,18.6,25.7,99.5,.461,,.756,102.3,.461,16.0,30.8,.238,99.5,.509
50,1974-75,NBA,26.7,6-6,203,47,39.4,86.3,,,19.1,25.5,13.1,31.7,44.8,21.4,8.5,4.5,18.2,24.2,97.8,.456,,.751,102.5,.456,15.7,29.2,.222,97.8,.502
51,1973-74,NBA,26.9,6-6,205,41,40.3,89.5,,,16.4,21.2,13.4,32.6,46.0,21.9,6.4,3.6,17.4,22.5,97.1,.451,,.776,100.0,.451,15.0,29.2,.184,97.1,.491
52,1972-73,NBA,26.7,6-6,205,41,,,,,,,,,,,,,,,,.451,,.740,,.451,,,.188,,.490
53,1971-72,NBA,26.6,6-6,206,37,,,,,,,,,,,,,,,,.446,,.762,,.446,,,.245,,.498
54,1970-71,NBA,26.6,6-6,205,40,,,,,,,,,,,,,,,,.445,,.721,,.445,,,.225,,.490
55,1969-70,NBA,26.8,6-6,205,40,,,,,,,,,,,,,,,,.455,,.722,,.455,,,.219,,.498
56,1968-69,NBA,26.9,6-6,207,39,,,,,,,,,,,,,,,,.431,,.695,,.431,,,.246,,.480
57,1967-68,NBA,26.8,6-6,206,40,,,,,,,,,,,,,,,,.446,,.700,,.446,,,.263,,.496
58,1966-67,NBA,26.6,6-6,206,31,,,,,,,,,,,,,,,,.424,,.719,,.424,,,.247,,.476
59,1965-66,NBA,26.6,6-6,207,27,,,,,,,,,,,,,,,,.440,,.748,,.440,,,.282,,.498
60,1964-65,NBA,26.4,6-6,208,26,,,,,,,,,,,,,,,,.429,,.748,,.429,,,.272,,.487
,,,,,,,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Per 100 Team Possessions,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
61,1963-64,NBA,26.4,6-6,207,27,,,,,,,,,,,,,,,,.420,,.716,,.420,,,.268,,.475
62,1962-63,NBA,26.3,6-6,205,29,,,,,,,,,,,,,,,,.434,,.756,,.434,,,.295,,.497
63,1961-62,NBA,26.4,6-5,205,29,,,,,,,,,,,,,,,,.411,,.748,,.411,,,.269,,.471
64,1960-61,NBA,26.4,6-5,205,25,,,,,,,,,,,,,,,,.403,,.736,,.403,,,.274,,.464
65,1959-60,NBA,26.5,6-5,204,25,,,,,,,,,,,,,,,,.402,,.730,,.402,,,.238,,.455
66,1958-59,NBA,26.4,6-5,202,22,,,,,,,,,,,,,,,,.398,,.783,,.398,,,.286,,.466
67,1957-58,NBA,26.8,6-5,202,21,,,,,,,,,,,,,,,,.368,,.744,,.368,,,.289,,.438
68,1956-57,NBA,26.2,6-5,201,17,,,,,,,,,,,,,,,,.376,,.724,,.376,,,.292,,.443
69,1955-56,NBA,26.3,6-5,200,21,,,,,,,,,,,,,,,,.382,,.732,,.382,,,.337,,.458
70,1954-55,NBA,26.7,6-5,197,21,,,,,,,,,,,,,,,,.381,,.756,,.381,,,.349,,.461
71,1953-54,NBA,26.4,6-4,197,23,,,,,,,,,,,,,,,,.389,,.717,,.389,,,.394,,.472
72,1952-53,NBA,26.4,6-4,196,23,,,,,,,,,,,,,,,,.366,,.725,,.366,,,.406,,.457
73,1951-52,NBA,26.3,6-4,195,25,,,,,,,,,,,,,,,,.393,,.745,,.393,,,.392,,.478
74,1950-51,NBA,,,,26,,,,,,,,,,,,,,,,.376,,.723,,.376,,,.308,,.446
75,1949-50,NBA,,,,30,,,,,,,,,,,,,,,,.344,,.732,,.344,,,.343,,.427
76,1948-49,BAA,,,,20,,,,,,,,,,,,,,,,.329,,.717,,.329,,,.306,,.405
77,1947-48,BAA,,,,21,,,,,,,,,,,,,,,,.272,,.701,,.272,,,.244,,.342
78,1946-47,BAA,,,,19,,,,,,,,,,,,,,,,.265,,.686,,.265,,,.182,,.319
